CLIENTNUM,Attrition_Flag,DOB_Year,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Months_Inactive_12_mon,Credit_Limit,Total_Trans_Ct,Avg_Utilization_Ratio
778180158,Existing Customer,1977,M,4,Doctorate,Divorced,$80K - $120K,Blue,34,1,7150,69,0.264
778242708,Existing Customer,1958,M,1,Unknown,Single,$60K - $80K,Silver,53,4,25502,81,0.057
806947308,Attrited Customer,1981,M,4,Post-Graduate,Married,$60K - $80K,Blue,35,4,20178,44,0.077
714899283,Existing Customer,1975,F,2,Unknown,Married,Less than $40K,Blue,36,2,5258,73,0.379
708386958,Attrited Customer,1974,F,3,Unknown,Married,Less than $40K,Blue,34,3,1561,28,0
710986758,Existing Customer,1978,M,3,High School,Single,$60K - $80K,Blue,30,2,11550,76,0.13
718220358,Attrited Customer,1963,M,1,Graduate,Single,$120K +,Blue,36,3,28618,41,0
710568333,Existing Customer,1974,M,4,College,Unknown,$60K - $80K,Blue,35,2,6623,47,0.275
712656783,Attrited Customer,1972,M,1,Graduate,Single,$120K +,Blue,36,4,8136,40,0.309
717483558,Existing Customer,1979,M,3,High School,Married,$120K +,Blue,36,1,19156,61,0.071
721440633,Existing Customer,1966,F,1,High School,Single,Less than $40K,Blue,36,2,7982,71,0.112
738899658,Attrited Customer,1976,F,2,Graduate,Single,Unknown,Blue,38,2,3120,43,0.807
711423558,Existing Customer,1961,F,1,Post-Graduate,Single,$40K - $60K,Blue,50,1,4606,63,0
721522533,Existing Customer,1973,F,4,Graduate,Single,Less than $40K,Blue,35,3,2005,70,0.57
708558408,Existing Customer,1971,M,3,High School,Single,$40K - $60K,Blue,31,3,9949,83,0.161
714727833,Attrited Customer,1980,F,2,Uneducated,Single,Less than $40K,Blue,36,2,2892,48,0.87
714365883,Existing Customer,1970,F,4,Uneducated,Unknown,Less than $40K,Blue,40,3,7093,75,0.129
715856208,Existing Customer,1974,M,3,Graduate,Single,$60K - $80K,Blue,36,4,1896,76,0.59
708944958,Existing Customer,1974,M,2,Uneducated,Single,$60K - $80K,Blue,40,2,3569,75,0.289
771516333,Existing Customer,1980,F,2,Graduate,Unknown,$40K - $60K,Blue,29,2,4663,81,0
772051308,Existing Customer,1966,F,3,Graduate,Single,Unknown,Blue,44,6,2553,69,0.714
788350908,Existing Customer,1983,M,3,Graduate,Single,$40K - $60K,Blue,31,1,5362,69,0.207
818322033,Existing Customer,1980,F,3,Graduate,Married,Less than $40K,Blue,36,6,2873,80,0.434
716288958,Existing Customer,1981,M,2,College,Married,$80K - $120K,Blue,36,4,7840,71,0
712347258,Existing Customer,1978,F,2,Graduate,Married,Less than $40K,Blue,35,3,2209,68,0
779072733,Existing Customer,1985,F,2,College,Married,Less than $40K,Blue,17,2,1971,77,0
710003958,Existing Customer,1973,F,5,Post-Graduate,Married,Less than $40K,Blue,40,3,1438.3,84,0.462
715287708,Existing Customer,1980,F,4,Graduate,Married,$40K - $60K,Blue,33,3,6230,77,0.188
708774708,Existing Customer,1974,F,4,Graduate,Unknown,$40K - $60K,Blue,29,1,2636,70,0.603
713535033,Existing Customer,1977,M,3,High School,Married,$80K - $120K,Blue,36,3,22243,91,0.062
719314683,Existing Customer,1971,F,2,Unknown,Divorced,Less than $40K,Blue,36,2,2855,69,0.185
789293358,Existing Customer,1975,F,3,Graduate,Married,Less than $40K,Blue,35,3,7578,78,0.237
787638408,Existing Customer,1974,F,1,High School,Single,Unknown,Blue,40,4,8440,74,0.247
715974783,Existing Customer,1968,M,1,Graduate,Married,$80K - $120K,Blue,40,3,4186,69,0
716134533,Existing Customer,1977,M,4,College,Single,$80K - $120K,Blue,34,4,22074,80,0
708834483,Attrited Customer,1975,M,2,Doctorate,Married,$80K - $120K,Blue,29,2,17667,42,0
780168333,Existing Customer,1982,M,4,Graduate,Married,$120K +,Blue,28,2,26548,83,0.069
711557508,Existing Customer,1970,M,2,Graduate,Single,$60K - $80K,Blue,40,3,3532,74,0.216
772506858,Existing Customer,1976,F,4,High School,Single,Unknown,Blue,35,4,8795,81,0.286
765692658,Existing Customer,1972,F,4,Graduate,Single,Less than $40K,Blue,42,3,2162,70,0.87
720598308,Attrited Customer,1974,M,4,Uneducated,Single,$120K +,Blue,37,2,34516,35,0.033
709912683,Existing Customer,1968,F,4,Graduate,Single,Unknown,Gold,41,1,34516,77,0.069
815353083,Attrited Customer,1977,M,1,College,Divorced,$80K - $120K,Silver,39,3,34516,36,0.068
720093333,Existing Customer,1980,M,3,Post-Graduate,Divorced,$120K +,Blue,29,1,3491,79,0.718
717281658,Existing Customer,1969,F,3,Graduate,Divorced,Less than $40K,Blue,41,3,6060,65,0.278
765731433,Existing Customer,1973,F,3,Graduate,Divorced,Unknown,Blue,41,4,7860,76,0
712050933,Attrited Customer,1973,M,4,College,Married,$80K - $120K,Blue,32,2,25190,41,0
787361583,Existing Customer,1971,M,4,College,Divorced,$60K - $80K,Blue,44,2,13911,60,0.155
709921158,Existing Customer,1970,M,1,High School,Single,$60K - $80K,Blue,36,4,2281,76,0.768
714781908,Existing Customer,1978,M,3,Graduate,Single,$60K - $80K,Blue,35,3,5652,70,0.097
717592758,Attrited Customer,1977,F,3,Unknown,Single,Less than $40K,Blue,36,2,1606,44,0.983
821339433,Existing Customer,1976,F,3,Graduate,Married,Unknown,Blue,41,4,2777,64,0.763
715174983,Existing Customer,1981,M,3,Graduate,Married,$60K - $80K,Blue,36,4,2223,67,0.269
710863308,Existing Customer,1973,M,4,Post-Graduate,Married,$40K - $60K,Blue,29,1,2916,84,0.368
806824908,Existing Customer,1976,M,2,Unknown,Married,$120K +,Blue,40,4,16476,71,0.083
710592933,Existing Customer,1977,F,2,Graduate,Married,Less than $40K,Blue,30,2,9598,54,0.114
771881283,Existing Customer,1979,M,1,Uneducated,Divorced,$60K - $80K,Blue,30,2,18570,78,0.102
708687483,Attrited Customer,1967,F,4,Graduate,Single,Less than $40K,Silver,36,2,13626,30,0
719147208,Existing Customer,1992,F,2,Unknown,Single,Less than $40K,Blue,21,3,2298,88,0
709607733,Existing Customer,1981,F,3,College,Married,Unknown,Blue,36,2,9191,83,0.181
713184858,Existing Customer,1963,F,2,High School,Single,Less than $40K,Blue,50,3,1438.3,71,0.569
719929758,Existing Customer,1971,F,1,Doctorate,Married,Unknown,Blue,37,4,4181,54,0
759127158,Existing Customer,1973,M,3,College,Married,$40K - $60K,Blue,35,1,2592,85,0
780717483,Existing Customer,1970,F,3,High School,Married,Less than $40K,Blue,40,3,7540,58,0.103
708507483,Existing Customer,1978,F,3,College,Divorced,Less than $40K,Blue,31,4,1477,82,0
787617483,Existing Customer,1963,F,0,Uneducated,Single,Less than $40K,Blue,48,2,2628,76,0.587
816608808,Existing Customer,1975,M,1,Graduate,Single,$80K - $120K,Blue,41,2,8916,62,0
716727258,Existing Customer,1969,F,1,Post-Graduate,Married,Unknown,Blue,42,1,1481,67,0
813890883,Existing Customer,1977,F,1,Uneducated,Unknown,Less than $40K,Blue,39,2,1555,65,0
768256908,Attrited Customer,1976,M,3,Uneducated,Married,Less than $40K,Blue,39,3,8580,37,0.191
811095483,Existing Customer,1973,F,4,Graduate,Married,$40K - $60K,Silver,43,1,21163,35,0.119
720168558,Existing Customer,1982,F,0,Graduate,Married,Less than $40K,Blue,36,3,2936,74,0
719309133,Existing Customer,1965,F,1,Graduate,Married,Less than $40K,Blue,51,3,1438.3,70,0
721451208,Attrited Customer,1967,M,2,Graduate,Single,$60K - $80K,Silver,45,3,30540,36,0
772879158,Existing Customer,1974,M,5,High School,Married,$60K - $80K,Blue,38,1,7357,64,0.145
712934583,Existing Customer,1977,F,4,Uneducated,Married,Less than $40K,Silver,36,3,11879,62,0
710088483,Existing Customer,1969,M,3,Uneducated,Married,$80K - $120K,Blue,40,1,21877,56,0.049
753534633,Existing Customer,1979,M,3,High School,Single,$60K - $80K,Blue,35,3,7255,62,0
710932683,Existing Customer,1966,F,2,High School,Single,Less than $40K,Blue,36,1,6394,69,0
714751158,Attrited Customer,1972,M,2,High School,Divorced,$80K - $120K,Blue,36,2,34516,48,0.073
718109808,Existing Customer,1983,M,5,College,Single,$60K - $80K,Blue,25,3,5597,89,0.2
713227233,Existing Customer,1979,M,4,Graduate,Single,$80K - $120K,Blue,33,2,32535,79,0
718342158,Attrited Customer,1983,F,4,Graduate,Single,Less than $40K,Blue,26,2,4391,36,0.44
804606033,Existing Customer,1975,M,4,High School,Unknown,$40K - $60K,Blue,41,1,8738,60,0.134
720755658,Existing Customer,1979,F,2,Doctorate,Married,Less than $40K,Blue,32,6,1592,70,0
711795633,Existing Customer,1956,M,0,Doctorate,Single,Less than $40K,Blue,52,3,3675,53,0
716654808,Attrited Customer,1973,M,4,High School,Single,$120K +,Blue,39,4,24593,31,0
817616433,Existing Customer,1966,F,2,College,Unknown,Unknown,Blue,41,2,7613,69,0
716390958,Attrited Customer,1976,M,4,Unknown,Married,$120K +,Blue,31,4,26107,47,0
716564433,Attrited Customer,1968,F,1,Graduate,Single,Less than $40K,Blue,36,2,4287,41,0
719530158,Existing Customer,1964,M,1,Graduate,Single,$60K - $80K,Blue,44,3,9843,66,0.129
710621283,Existing Customer,1971,M,2,High School,Married,$60K - $80K,Blue,32,1,10733,66,0.073
716714733,Existing Customer,1980,M,3,Graduate,Single,$80K - $120K,Blue,30,2,3460,69,0.276
720921408,Existing Customer,1975,F,2,College,Single,Less than $40K,Blue,36,1,1996,69,0.774
789185508,Existing Customer,1972,M,2,High School,Married,$60K - $80K,Blue,38,2,5536,70,0.137
807014583,Existing Customer,1990,F,0,Graduate,Divorced,Unknown,Blue,26,3,1469,89,0
721388283,Existing Customer,1967,M,2,Post-Graduate,Single,$120K +,Blue,45,1,5597,58,0
716022258,Attrited Customer,1970,F,3,College,Single,Less than $40K,Blue,36,3,8960,40,0.248
789362058,Existing Customer,1969,M,4,Uneducated,Married,$60K - $80K,Blue,42,2,5693,64,0
771460158,Existing Customer,1978,M,3,Graduate,Single,Less than $40K,Blue,31,1,4098,84,0.433
714147858,Existing Customer,1977,M,3,High School,Single,$80K - $120K,Blue,35,3,18358,85,0.057
708394908,Existing Customer,1977,M,0,High School,Single,$40K - $60K,Blue,33,1,2337,65,0.617
778433283,Attrited Customer,1970,M,3,High School,Married,$60K - $80K,Blue,31,3,8989,53,0
720637008,Existing Customer,1970,F,2,Uneducated,Married,Less than $40K,Blue,43,2,2124,52,0.671
716877258,Existing Customer,1966,F,3,Graduate,Single,Less than $40K,Blue,48,3,3968,65,0.346
812973708,Existing Customer,1979,M,3,High School,Unknown,$40K - $60K,Blue,37,2,2793,69,0.595
788760633,Existing Customer,1968,M,3,Uneducated,Divorced,$60K - $80K,Blue,33,2,13513,68,0.111
718602708,Existing Customer,1978,M,3,Graduate,Single,$80K - $120K,Blue,33,3,16351,82,0.094
712365483,Existing Customer,1970,M,1,Graduate,Single,$60K - $80K,Blue,43,2,9619,76,0.18
789154833,Existing Customer,1965,M,3,High School,Single,$80K - $120K,Blue,44,2,19030,72,0.048
715849983,Existing Customer,1977,F,4,Unknown,Married,Less than $40K,Blue,36,1,2107,82,0
780336258,Existing Customer,1966,F,1,Graduate,Single,Less than $40K,Blue,42,3,2517,75,0.499
716567433,Existing Customer,1980,F,4,Graduate,Married,$40K - $60K,Blue,36,2,3179,82,0.387
713057658,Existing Customer,1973,F,3,Unknown,Divorced,Less than $40K,Blue,36,1,3968,72,0.236
718191483,Existing Customer,1976,M,3,Graduate,Divorced,$60K - $80K,Blue,35,3,5065,75,0.269
811527933,Attrited Customer,1956,F,0,College,Single,Less than $40K,Silver,56,4,10885,39,0.162
778617708,Attrited Customer,1975,M,3,College,Married,$80K - $120K,Blue,26,2,1438.3,40,0.601
785055108,Existing Customer,1969,M,0,Graduate,Single,$60K - $80K,Blue,46,2,10817,60,0.106
822961533,Existing Customer,1956,F,0,College,Divorced,Unknown,Blue,56,2,13666,70,0
709124883,Existing Customer,1972,M,3,College,Married,$80K - $120K,Blue,37,1,2149,93,0.836
772574283,Attrited Customer,1971,F,2,Graduate,Married,$40K - $60K,Blue,40,1,7191,30,0
761240358,Existing Customer,1969,F,2,Unknown,Single,Less than $40K,Blue,45,2,2155,77,0.566
708469533,Existing Customer,1979,F,3,Unknown,Married,Unknown,Blue,34,3,5395,79,0.267
769927533,Existing Customer,1971,F,1,High School,Married,Less than $40K,Blue,44,2,3222,72,0.441
718545033,Existing Customer,1994,F,0,Graduate,Married,Less than $40K,Blue,17,2,2042,78,0.767
714972558,Attrited Customer,1984,F,2,Graduate,Single,Less than $40K,Blue,36,3,1610,45,0
772204758,Existing Customer,1979,F,2,Post-Graduate,Unknown,Less than $40K,Blue,31,2,3809,46,0.306
709039533,Existing Customer,1978,F,3,Unknown,Unknown,Less than $40K,Blue,24,1,5544,55,0.198
716492583,Existing Customer,1984,F,1,Uneducated,Single,Less than $40K,Blue,28,3,2388,89,0.715
766381908,Existing Customer,1972,F,4,High School,Married,Less than $40K,Blue,42,1,2473,80,0.511
719109783,Existing Customer,1979,M,3,Uneducated,Married,$40K - $60K,Blue,32,3,13103,72,0.138
796236258,Existing Customer,1973,F,5,High School,Single,$40K - $60K,Blue,42,1,2465,86,0.458
709700058,Existing Customer,1969,F,2,Graduate,Single,$40K - $60K,Blue,33,2,6081,70,0.163
716905158,Existing Customer,1976,M,2,Unknown,Single,$60K - $80K,Blue,30,1,21815,72,0
718851783,Existing Customer,1972,M,1,High School,Married,$80K - $120K,Silver,37,3,34516,65,0.069
709709283,Attrited Customer,1983,M,3,College,Single,$40K - $60K,Blue,19,2,3458,40,0.093
711993258,Existing Customer,1971,F,0,High School,Single,$40K - $60K,Blue,39,3,8264,73,0.249
780105483,Attrited Customer,1956,F,0,Uneducated,Single,Less than $40K,Blue,50,4,1697,49,0.222
718350033,Existing Customer,1971,M,3,College,Single,$40K - $60K,Blue,36,2,3069,58,0.613
715294083,Attrited Customer,1975,M,2,College,Single,$80K - $120K,Blue,38,3,10309,40,0
710905908,Existing Customer,1978,M,4,High School,Single,$60K - $80K,Blue,36,3,4983,30,0.272
721387008,Existing Customer,1979,M,4,Graduate,Married,$120K +,Blue,24,2,3103,69,0.575
715411608,Existing Customer,1976,F,3,High School,Single,$40K - $60K,Blue,36,1,1663,61,0.669
710598408,Existing Customer,1966,F,0,Graduate,Single,Less than $40K,Blue,36,1,2695,94,0
718521258,Existing Customer,1971,F,4,Post-Graduate,Married,Unknown,Blue,41,3,18178,76,0
713138433,Existing Customer,1971,M,3,Graduate,Single,$60K - $80K,Blue,42,2,14782,54,0.069
718819158,Existing Customer,1967,F,3,Uneducated,Single,$40K - $60K,Blue,41,1,2488,75,0.883
718871358,Existing Customer,1976,F,2,Graduate,Single,Unknown,Blue,36,1,1785,82,0
720186258,Existing Customer,1976,F,4,High School,Divorced,$40K - $60K,Blue,31,2,4701,77,0.249
710197308,Existing Customer,1982,F,2,Graduate,Married,Less than $40K,Blue,28,3,1438.3,73,0
817086783,Existing Customer,1976,F,3,High School,Married,Less than $40K,Blue,27,3,2826,32,0.765
749211483,Existing Customer,1969,F,0,College,Married,$40K - $60K,Blue,45,2,4597,67,0.414
789749433,Existing Customer,1988,F,1,Graduate,Married,Less than $40K,Blue,21,3,2591,82,0.903
715082133,Existing Customer,1981,M,2,Graduate,Married,$40K - $60K,Blue,36,2,2494,61,0.598
714946908,Existing Customer,1960,M,1,Uneducated,Single,$40K - $60K,Blue,36,1,5039,68,0.268
716711433,Attrited Customer,1973,M,5,High School,Married,$40K - $60K,Blue,39,3,7897,46,0.02
712429458,Existing Customer,1971,M,2,Graduate,Unknown,$60K - $80K,Blue,38,3,4772,72,0.371
708406083,Existing Customer,1986,F,0,Unknown,Married,Less than $40K,Blue,24,3,3436,90,0.726
720029508,Existing Customer,1971,F,1,Graduate,Single,$40K - $60K,Blue,37,1,12064,67,0.109
709227033,Existing Customer,1968,M,3,Graduate,Single,$80K - $120K,Blue,46,2,9065,73,0.171
720846558,Existing Customer,1972,M,1,Unknown,Single,$80K - $120K,Blue,36,3,34516,45,0
716475183,Existing Customer,1976,M,3,Graduate,Unknown,$60K - $80K,Blue,35,3,10290,81,0.073
714296358,Existing Customer,1969,F,2,College,Unknown,Less than $40K,Blue,44,1,3433,78,0.724
719998233,Existing Customer,1981,M,3,Unknown,Married,$120K +,Silver,30,3,34516,71,0.028
719217483,Existing Customer,1976,F,4,Doctorate,Married,Less than $40K,Blue,36,1,3240,67,0.548
720479058,Existing Customer,1971,F,1,Post-Graduate,Single,Less than $40K,Blue,39,2,1438.3,64,0.592
779192283,Existing Customer,1970,F,2,Unknown,Married,Less than $40K,Blue,39,1,6462,77,0.39
716385033,Existing Customer,1961,F,1,Graduate,Single,Unknown,Blue,36,1,4408,71,0.272
711588708,Attrited Customer,1971,F,2,Uneducated,Married,$40K - $60K,Blue,36,3,1438.3,42,0.318
714492783,Attrited Customer,1975,F,4,Uneducated,Married,Less than $40K,Blue,36,3,1438.3,38,0
709192233,Attrited Customer,1971,F,2,Unknown,Married,Unknown,Blue,39,2,1773,30,0
797998158,Existing Customer,1969,M,3,Uneducated,Single,$80K - $120K,Blue,46,1,4555,66,0
714021183,Existing Customer,1967,M,4,Graduate,Single,$80K - $120K,Blue,36,2,30666,66,0.034
780710433,Existing Customer,1968,M,2,College,Single,$80K - $120K,Blue,42,2,1575,77,0
780068283,Existing Customer,1968,M,1,Graduate,Single,$120K +,Blue,38,3,1891,69,0.488
719930658,Existing Customer,1981,M,4,Uneducated,Married,$120K +,Blue,24,2,16634,72,0.117
755593983,Existing Customer,1971,F,1,Graduate,Married,Unknown,Blue,43,1,7985,72,0
770938533,Existing Customer,1976,M,1,College,Unknown,$120K +,Blue,32,1,3304,70,0.415
714121083,Existing Customer,1981,F,3,Graduate,Married,$40K - $60K,Blue,20,2,6247,68,0.241
779210283,Existing Customer,1985,M,3,Uneducated,Married,$40K - $60K,Blue,25,2,3645,74,0.691
709739283,Existing Customer,1959,M,0,High School,Single,Unknown,Blue,36,3,21329,75,0.099
716230158,Existing Customer,1986,F,3,Graduate,Married,$40K - $60K,Blue,36,1,7234,83,0.276
708724908,Existing Customer,1974,F,2,High School,Single,Less than $40K,Blue,35,2,2262,83,0
789025083,Existing Customer,1981,M,4,Unknown,Unknown,Less than $40K,Blue,27,3,1438.3,82,0.598
713804058,Existing Customer,1976,F,4,College,Married,Less than $40K,Blue,36,2,4187,81,0.525
718791708,Attrited Customer,1973,M,2,High School,Married,$80K - $120K,Blue,32,2,16362,37,0.139
785529708,Existing Customer,1962,M,1,Graduate,Single,$120K +,Blue,53,2,34516,70,0
794528283,Existing Customer,1977,M,4,College,Married,$60K - $80K,Blue,28,2,2748,67,0.32
794856033,Existing Customer,1983,M,3,Post-Graduate,Married,$80K - $120K,Blue,32,2,5242,77,0.09
712939533,Existing Customer,1978,M,5,Graduate,Married,$60K - $80K,Blue,35,3,21585,70,0.046
708178608,Existing Customer,1990,F,0,Graduate,Married,Unknown,Blue,36,2,2488,73,0
716556258,Existing Customer,1971,F,3,Doctorate,Single,Less than $40K,Blue,39,1,9966,60,0
708404883,Existing Customer,1976,F,2,High School,Single,Unknown,Blue,37,2,27804,57,0
709742958,Existing Customer,1976,M,5,High School,Married,$60K - $80K,Blue,37,1,15626,65,0.073
772695033,Attrited Customer,1974,M,5,High School,Single,$80K - $120K,Blue,37,4,18800,23,0.134
714850158,Existing Customer,1972,M,4,Graduate,Single,$80K - $120K,Blue,36,1,1963,75,0.772
708831858,Attrited Customer,1978,F,3,Uneducated,Married,Less than $40K,Blue,30,3,4579,44,0.329
718076733,Existing Customer,1978,M,1,Graduate,Single,$60K - $80K,Silver,31,3,25824,73,0.045
714336333,Existing Customer,1973,M,4,Doctorate,Unknown,$80K - $120K,Blue,40,2,3429,64,0.37
780006783,Attrited Customer,1962,M,1,Uneducated,Single,$40K - $60K,Silver,49,2,15809,48,0
779741883,Existing Customer,1974,F,2,Unknown,Single,Less than $40K,Blue,32,1,2493,68,0.333
780657708,Existing Customer,1973,M,2,Unknown,Married,$80K - $120K,Blue,37,3,6593,69,0
771342183,Attrited Customer,1968,F,3,Graduate,Single,$40K - $60K,Blue,40,3,1625,43,0
712901283,Attrited Customer,1968,F,2,Graduate,Single,$40K - $60K,Blue,36,3,2121,32,0
802101858,Existing Customer,1981,F,2,Unknown,Married,Less than $40K,Blue,34,3,4757,71,0.416
718473558,Attrited Customer,1979,F,3,Doctorate,Single,Less than $40K,Blue,18,3,8668,38,0
743590608,Existing Customer,1971,M,2,High School,Married,$60K - $80K,Blue,43,3,21869,71,0.043
720146733,Existing Customer,1976,F,4,Graduate,Unknown,Less than $40K,Blue,34,4,2480,66,0.762
788252358,Existing Customer,1972,M,3,High School,Single,$60K - $80K,Blue,40,4,8190,84,0.21
717740658,Existing Customer,1966,F,2,College,Married,Less than $40K,Blue,45,2,1850,78,0.509
714567708,Existing Customer,1975,F,1,Uneducated,Divorced,Less than $40K,Blue,36,3,2483,74,0.825
711208083,Existing Customer,1981,F,4,Unknown,Married,Less than $40K,Blue,30,3,2925,77,0.495
709708233,Attrited Customer,1972,F,3,Doctorate,Married,Less than $40K,Blue,29,4,7066,38,0
709957158,Existing Customer,1973,M,4,High School,Married,$40K - $60K,Blue,40,1,2514,65,0.895
828288333,Existing Customer,1971,M,0,Uneducated,Married,$60K - $80K,Blue,46,1,3640,70,0.181
709178733,Attrited Customer,1971,F,2,Post-Graduate,Married,$40K - $60K,Blue,36,2,5527,37,0.203
721325133,Existing Customer,1976,M,2,College,Married,$80K - $120K,Blue,36,1,31625,77,0
816606333,Existing Customer,1964,M,2,High School,Single,$80K - $120K,Blue,52,3,32409,66,0
720454158,Existing Customer,1977,M,2,Unknown,Single,$60K - $80K,Blue,30,2,9827,63,0.061
717444558,Existing Customer,1971,F,1,Graduate,Married,Less than $40K,Blue,38,1,2623,76,0.653
816756783,Existing Customer,1979,M,2,High School,Unknown,$40K - $60K,Blue,37,2,2993,81,0.751
715474833,Existing Customer,1984,M,2,College,Single,$80K - $120K,Blue,36,2,12944,84,0.108
718271958,Existing Customer,1967,M,2,Uneducated,Married,$60K - $80K,Blue,34,1,6401,63,0.23
708924783,Existing Customer,1978,M,3,Graduate,Divorced,$80K - $120K,Blue,36,1,5506,62,0.387
717669483,Existing Customer,1969,M,1,Graduate,Single,$80K - $120K,Blue,44,3,34516,38,0
809360883,Existing Customer,1975,M,4,College,Single,$60K - $80K,Blue,41,1,17673,59,0.101
717176508,Existing Customer,1978,F,3,Unknown,Single,$40K - $60K,Blue,34,3,2656,80,0.439
711571383,Existing Customer,1975,M,2,High School,Unknown,Less than $40K,Blue,37,1,6118,81,0.178
713444058,Existing Customer,1976,M,1,Unknown,Divorced,$40K - $60K,Silver,31,1,17437,51,0.128
713253858,Attrited Customer,1971,F,1,College,Married,Unknown,Blue,37,2,1461,40,0
719609433,Existing Customer,1966,F,4,Uneducated,Divorced,$40K - $60K,Blue,43,3,1965,69,0.776
797234508,Existing Customer,1970,M,3,Unknown,Single,$60K - $80K,Silver,45,2,30899,20,0
714537258,Existing Customer,1973,M,3,Doctorate,Married,$60K - $80K,Blue,36,2,8876,78,0.128
793412958,Existing Customer,1977,M,4,Unknown,Married,$60K - $80K,Blue,38,1,2440,88,0.615
714680208,Existing Customer,1971,F,1,High School,Married,Less than $40K,Blue,45,3,1652,69,0.798
715240683,Existing Customer,1975,M,4,High School,Married,$80K - $120K,Blue,37,2,15535,66,0.084
803796708,Attrited Customer,1969,M,3,Uneducated,Unknown,$120K +,Blue,46,4,13354,28,0
717368208,Attrited Customer,1972,M,1,Graduate,Single,$120K +,Blue,36,2,26723,43,0
802662858,Existing Customer,1966,F,2,Graduate,Divorced,Less than $40K,Blue,49,1,3949,64,0.513
780206958,Existing Customer,1972,M,4,Graduate,Married,$60K - $80K,Blue,39,2,5937,70,0.357
779906658,Existing Customer,1981,M,4,Doctorate,Single,Unknown,Blue,24,2,18806,62,0.063
772341783,Attrited Customer,1976,F,3,High School,Single,Unknown,Blue,35,2,3512,48,0.717
711491283,Existing Customer,1977,F,3,Doctorate,Married,Less than $40K,Blue,36,3,1975,63,0.64
720211533,Existing Customer,1980,F,4,Uneducated,Married,Less than $40K,Blue,33,2,2888,77,0.284
715409733,Attrited Customer,1974,F,4,College,Single,Less than $40K,Blue,36,2,2263,33,0
710974308,Existing Customer,1983,M,1,Graduate,Unknown,$80K - $120K,Blue,36,3,26792,66,0.062
715732533,Attrited Customer,1969,M,4,Graduate,Married,$60K - $80K,Blue,36,1,9375,51,0.173
713722608,Attrited Customer,1973,F,2,Unknown,Divorced,Less than $40K,Blue,35,1,2806,35,0.896
709101258,Attrited Customer,1980,F,2,High School,Divorced,Less than $40K,Blue,28,2,1478,46,0.355
708588408,Existing Customer,1968,M,3,Uneducated,Single,$60K - $80K,Blue,36,2,6836,74,0.235
721427358,Attrited Customer,1974,M,4,Unknown,Divorced,$80K - $120K,Blue,28,1,8757,47,0
717099408,Existing Customer,1981,M,3,Graduate,Married,$60K - $80K,Blue,29,3,10529,87,0
715155033,Existing Customer,1960,M,0,High School,Single,$40K - $60K,Blue,49,1,2122,85,0.459
789586833,Existing Customer,1976,F,3,Post-Graduate,Married,Unknown,Blue,38,2,2883,85,0.601
709338633,Attrited Customer,1965,F,1,Graduate,Single,$40K - $60K,Blue,37,4,2339,45,0
714106833,Existing Customer,1964,F,3,Graduate,Unknown,Less than $40K,Blue,47,3,5225,69,0.438
741116058,Existing Customer,1973,M,2,Graduate,Married,$40K - $60K,Blue,41,2,2582,42,0.542
813755658,Existing Customer,1961,M,1,Graduate,Single,$80K - $120K,Blue,55,2,11524,72,0
718855983,Existing Customer,1972,F,4,High School,Single,Unknown,Blue,36,3,13039,69,0.141
711245433,Attrited Customer,1971,F,4,Graduate,Single,Unknown,Blue,41,3,2509,41,0
814219008,Existing Customer,1956,M,1,Doctorate,Single,$40K - $60K,Blue,56,2,1456,69,0.595
711916533,Existing Customer,1964,M,2,Unknown,Single,$120K +,Blue,44,1,5612,83,0.336
715182108,Existing Customer,1970,F,3,High School,Married,Less than $40K,Blue,35,1,3025,78,0.632
717078933,Existing Customer,1981,F,5,Graduate,Single,Less than $40K,Blue,29,2,4205,69,0.599
719491233,Existing Customer,1966,M,1,College,Single,$120K +,Blue,42,2,3515,72,0.716
789520533,Existing Customer,1969,M,2,Uneducated,Single,$120K +,Blue,44,3,26174,65,0.071
714738033,Existing Customer,1977,F,4,Graduate,Married,Less than $40K,Blue,25,3,1602,85,0.652
718576908,Existing Customer,1972,F,4,Uneducated,Married,Unknown,Blue,36,1,29939,63,0
715093383,Existing Customer,1972,F,2,College,Married,Less than $40K,Blue,41,1,2115,68,0.756
717195933,Attrited Customer,1979,M,3,Graduate,Married,$60K - $80K,Blue,30,2,5298,37,0
747107508,Existing Customer,1965,F,3,Graduate,Single,Less than $40K,Blue,49,3,2433,88,0.8
717920583,Existing Customer,1961,F,1,Uneducated,Divorced,Less than $40K,Blue,49,2,1443,59,0
710516283,Existing Customer,1971,M,1,High School,Single,$120K +,Blue,37,1,9758,60,0.184
787593558,Existing Customer,1979,M,3,Graduate,Married,$80K - $120K,Blue,34,3,4562,55,0.495
778747608,Existing Customer,1956,F,1,Unknown,Single,Unknown,Blue,46,3,1438.3,61,0
714431058,Existing Customer,1980,F,3,College,Single,Unknown,Blue,36,2,4210,72,0.379
708801108,Attrited Customer,1964,F,3,Uneducated,Single,Less than $40K,Blue,51,0,1438.3,38,0
715948833,Existing Customer,1973,M,4,Graduate,Married,$120K +,Blue,39,2,24931,79,0.054
770667408,Existing Customer,1974,M,4,College,Married,$80K - $120K,Blue,33,1,8854,81,0.269
