price,kilometers,vehicle_age_years,fuel_type,no_of_cylinders
239000,0,1,Petrol,4
689000,28500,3,Petrol,6
199000,56000,5,Petrol,6
799000,17000,4,Petrol,12
525000,99000,4,Petrol,12
348000,0,0,Petrol,4
368000,0,0,Petrol,4
339000,400,0,Petrol,5
129000,10,1,Petrol,4
56500,14270,4,Petrol,4
98500,48078,14,Petrol,12
74500,92078,6,Petrol,6
32500,23045,4,Petrol,4
73500,105078,4,Petrol,4
29900,95047,6,Petrol,4
26800,173047,7,Petrol,4
105000,17622,1,Petrol,4
72000,22676,3,Petrol,4
295000,40970,3,Petrol,6
205000,99692,6,Petrol,6
145000,76420,6,Petrol,6
180000,49822,6,Petrol,8
127000,97385,6,Petrol,4
109000,10,0,Petrol,4
232000,14622,1,Petrol,8
302000,6683,1,Petrol,4
1450,14623,3,Petrol,12
57000,30776,1,Petrol,4
620900,9086,2,Petrol,8
242000,3348,1,Petrol,4
924000,6436,1,Petrol,8
265000,34936,6,Petrol,6
125000,24702,3,Petrol,4
230000,17170,4,Petrol,6
699000,37927,6,Petrol,8
199000,12328,1,Petrol,4
231000,14916,1,Petrol,8
185000,43728,4,Petrol,4
840000,22000,5,Petrol,12
399000,34000,2,Petrol,5
670000,37000,5,Petrol,12
345000,50000,2,Petrol,6
799000,30772,2,Petrol,8
569000,86900,5,Petrol,8
800000,14000,2,Hybrid,6
59000,148000,9,Petrol,5
215000,0,0,Petrol,8
189000,120000,5,Petrol,6
100000,103000,9,Petrol,8
100000,179000,8,Petrol,8
97500,125000,6,Petrol,6
485000,44000,6,Petrol,8
20000,197000,9,Petrol,4
18500,152000,8,Petrol,4
15000,252000,14,Petrol,4
299000,40000,3,Petrol,6
50000,0,1,Petrol,4
210900,54784,3,Petrol,6
59500,66500,4,Petrol,4
205000,55000,5,Petrol,4
27000,152000,4,Petrol,4
32000,202250,16,Petrol,8
224900,7733,2,Petrol,4
99900,24857,5,Petrol,4
149900,77765,8,Petrol,6
159900,18797,2,Petrol,6
226900,58840,2,Petrol,4
44900,180198,8,Petrol,6
85000,91719,8,Petrol,6
331500,27427,5,Petrol,12
67900,142603,9,Petrol,8
390000,19000,5,Petrol,8
219900,25724,2,Petrol,6
154900,100,0,Petrol,4
99900,29248,5,Petrol,6
79900,37493,3,Petrol,4
119000,40817,4,Petrol,4
209900,13896,1,Petrol,4
319900,16157,3,Petrol,6
69900,53986,5,Petrol,4
74900,31566,4,Petrol,4
154900,30,0,Petrol,4
150000,75000,6,Petrol,4
199900,24963,2,Petrol,4
199900,30268,2,Petrol,4
137900,26251,1,Petrol,4
74900,67601,4,Petrol,4
119900,50735,3,Petrol,6
49900,184104,9,Petrol,6
69000,226000,8,Petrol,6
411000,39888,3,Petrol,8
149900,94000,7,Petrol,8
59900,47715,2,Petrol,4
189900,61000,6,Petrol,6
109900,70272,4,Petrol,6
79900,40074,3,Petrol,4
199900,24970,2,Petrol,4
149000,14187,5,Petrol,4
179000,27500,4,Petrol,4
849000,31000,4,Petrol,12
99000,104000,5,Petrol,4
169000,141000,4,Petrol,4
44900,129844,8,Petrol,4
16000,195766,11,Petrol,4
45000,110713,8,Petrol,4
350000,80000,8,Petrol,12
23000,230000,12,Petrol,4
97000,24000,2,Petrol,4
85000,100000,8,Petrol,4
25000,98000,11,Petrol,4
19000,308000,16,Petrol,6
63000,39703,1,Petrol,4
51000,85000,6,Petrol,4
799000,19000,3,Petrol,6
1790,500,1,Petrol,12
1650,26000,4,Petrol,12
99000,98000,6,Petrol,4
69000,100000,10,Petrol,6
129000,88000,10,Petrol,6
60000,165000,10,Petrol,8
55000,240000,10,Petrol,4
36000,230000,16,Petrol,4
20000,175000,16,Petrol,4
118000,0,0,Diesel,4
33000,191000,9,Petrol,8
49000,84606,9,Petrol,6
229000,30868,2,Petrol,8
131900,97434,6,Petrol,4
125900,96161,8,Petrol,6
72000,203000,13,Petrol,8
62000,157000,9,Petrol,6
89000,109000,9,Petrol,8
69000,123000,8,Petrol,6
89500,122000,7,Petrol,6
117000,112000,8,Petrol,6
66000,123000,9,Petrol,4
107000,123000,9,Petrol,6
53500,188000,5,Petrol,4
52500,65000,3,Petrol,4
315000,18000,3,Petrol,6
89000,82000,4,Petrol,4
109000,104000,8,Petrol,6
83000,15,0,Petrol,4
89000,31000,4,Petrol,6
66000,69000,5,Petrol,4
52000,73000,5,Petrol,4
122000,84000,8,Petrol,8
58000,127000,6,Petrol,6
63000,156000,9,Petrol,6
65000,32000,14,Petrol,8
79000,47000,2,Petrol,4
27900,199000,9,Petrol,4
115000,99000,3,Diesel,6
689000,32000,2,Petrol,8
68000,48000,1,Petrol,4
55000,189500,10,Petrol,4
28000,277934,14,Petrol,6
38000,186000,10,Petrol,6
1399,0,0,Petrol,10
1449,5559,2,Petrol,8
186000,60855,3,Petrol,4
23500,215122,9,Petrol,4
749000,10000,1,Petrol,8
1975,0,1,Petrol,12
1699,23000,3,Petrol,12
2149,1678,2,Petrol,8
1049,7455,2,Petrol,12
73000,125214,6,Petrol,4
1549,0,0,Petrol,12
1249,0,1,Petrol,8
1375,0,1,Petrol,8
1649,0,1,Petrol,8
1399,0,0,Petrol,8
1499,0,1,Petrol,8
1599,7700,1,Petrol,8
1525,90,1,Petrol,8
119000,99000,8,Petrol,6
90000,199000,9,Petrol,8
192000,22500,7,Petrol,8
27000,80000,10,Petrol,4
30000,84526,7,Petrol,4
335000,49000,2,Diesel,6
12700,240000,16,Petrol,4
54000,82000,9,Petrol,4
39900,100081,4,Petrol,4
104900,41554,4,Petrol,4
59900,76851,2,Petrol,4
60000,105821,9,Petrol,6
38000,95500,9,Petrol,4
145000,88000,8,Petrol,6
65000,95000,11,Petrol,6
270000,44000,2,Petrol,6
745000,20500,2,Petrol,8
280000,42000,2,Petrol,6
55000,110000,3,Petrol,4
32000,130000,10,Petrol,6
9999,340000,16,Petrol,4
158000,43500,6,Petrol,6
34000,169000,16,Petrol,6
37000,102000,5,Petrol,4
90000,138000,8,Petrol,8
138990,24000,4,Petrol,4
44000,110000,8,Petrol,6
102000,40000,4,Petrol,6
215000,85000,4,Petrol,8
19950,210735,11,Petrol,6
255000,45500,4,Petrol,4
169000,117500,6,Petrol,6
389000,61000,4,Petrol,8
27000,120000,12,Petrol,4
265000,88000,5,Petrol,8
347000,17000,1,Petrol,8
288000,14500,3,Petrol,6
315000,6500,1,Petrol,8
181000,149000,6,Petrol,6
169000,19000,3,Petrol,4
255000,21000,3,Petrol,6
188000,32000,3,Petrol,4
585000,47300,8,Petrol,12
163000,51000,5,Petrol,6
466000,8200,2,Petrol,8
367000,28000,7,Petrol,12
175000,129000,5,Petrol,8
74900,35000,3,Petrol,4
89000,130000,6,Petrol,6
44900,137900,10,Petrol,4
21500,272700,8,Petrol,4
91500,151000,8,Petrol,6
180000,75000,2,Petrol,6
210000,52500,3,Petrol,4
23500,160000,9,Petrol,4
110000,65477,6,Petrol,6
38000,87000,19,Petrol,6
63000,119000,11,Petrol,8
92000,60800,6,Petrol,6
46000,8000,2,Petrol,3
259000,74000,4,Petrol,6
10000,237000,15,Petrol,5
148000,60000,2,Petrol,8
880000,6819,9,Diesel,8
98000,72000,12,Petrol,8
24500,294000,15,Petrol,6
27000,107000,18,Petrol,6
94500,1310000,8,Petrol,0
185000,34000,11,Petrol,8
22000,113355,10,Petrol,4
233000,55000,9,Petrol,8
160000,42000,2,Petrol,8
42000,96000,8,Petrol,4
70000,69000,4,Petrol,0
29000,107000,9,Petrol,4
190000,97935,4,Petrol,4
35500,117000,11,Petrol,4
900000,25000,4,Petrol,8
114999,87000,5,Petrol,4
44000,102000,5,Petrol,4
159000,42000,4,Petrol,4
129000,140000,8,Petrol,6
37000,35000,6,Petrol,4
9000,250000,15,Petrol,4
18500,240000,8,Petrol,4
63500,14900,1,Petrol,4
34000,94000,13,Petrol,4
74900,147666,8,Petrol,4
136900,127968,5,Petrol,8
149000,28300,6,Petrol,6
155000,19000,1,Electric,0
22500,203000,11,Petrol,4
12000,290580,12,Petrol,4
78000,230730,10,Petrol,6
78000,153000,11,Petrol,6
169000,69500,5,Petrol,4
675000,8500,1,Electric,0
88900,116445,7,Petrol,4
90900,14232,1,Petrol,4
102700,93854,8,Hybrid,8
46000,121891,6,Petrol,4
119999,30000,1,Petrol,4
25999,260000,16,Petrol,6
16500,168853,23,Petrol,8
40000,169896,11,Petrol,6
110900,109091,6,Petrol,4
33900,198857,9,Petrol,4
38900,124013,6,Petrol,4
246000,39198,5,Petrol,6
23500,138000,16,Petrol,6
27500,121000,9,Petrol,4
44999,57500,4,Petrol,4
239900,20406,4,Petrol,4
210000,100803,5,Petrol,6
176900,71047,4,Petrol,4
166900,30767,2,Petrol,6
106900,140216,6,Petrol,6
248000,119000,17,Petrol,6
213900,82535,9,Petrol,8
175000,19469,2,Petrol,4
56900,54412,4,Petrol,4
100900,83314,4,Petrol,4
277000,44000,3,Petrol,6
280000,111000,10,Petrol,8
450000,69000,3,Petrol,8
27000,139500,16,Petrol,6
21000,260000,11,Petrol,4
29999,170000,10,Petrol,6
55000,60000,5,Petrol,6
37000,150000,9,Petrol,6
72000,0,0,Petrol,4
65000,0,0,Petrol,4
63000,0,1,Petrol,4
20000,170000,12,Hybrid,4
107000,99000,10,Petrol,6
15000,497000,18,Petrol,4
55000,238000,19,Petrol,8
99000,177000,12,Petrol,8
28500,168000,9,Petrol,4
96000,116250,9,Petrol,6
120000,101000,1,Electric,0
109999,108000,7,Petrol,6
1130,3500,0,Petrol,8
79000,104000,6,Petrol,4
99000,181000,7,Petrol,6
100000,150000,9,Petrol,8
309999,29000,2,Petrol,6
89000,164000,7,Petrol,4
104900,151308,16,Petrol,6
99900,87000,12,Petrol,8
49900,108754,18,Petrol,0
59000,84000,4,Petrol,4
54900,135815,17,Petrol,6
59900,84114,13,Petrol,8
64900,124177,13,Petrol,8
64900,124177,13,Petrol,8
69900,80610,15,Petrol,6
49900,109164,18,Petrol,6
46900,97674,17,Petrol,0
49900,141044,18,Petrol,6
118000,18688,3,Petrol,6
87900,140000,6,Petrol,4
69900,145700,5,Petrol,4
72900,175000,4,Petrol,4
46900,23750,4,Petrol,4
45000,66000,4,Petrol,4
48500,161000,5,Petrol,4
85900,129155,7,Petrol,4
71900,130156,5,Petrol,4
58900,51200,3,Petrol,4
51900,54326,3,Petrol,4
48900,149000,5,Petrol,4
47900,187491,5,Petrol,4
23900,146825,6,Petrol,4
22500,145158,6,Petrol,4
24500,185000,5,Petrol,4
47500,151859,6,Petrol,4
31000,185000,5,Petrol,4
22900,135000,6,Petrol,4
25500,139000,5,Petrol,4
55900,49890,4,Petrol,4
48500,89258,5,Petrol,4
84900,138469,7,Petrol,4
42000,44000,3,Petrol,4
28500,120000,13,Petrol,6
96000,62000,4,Petrol,4
55000,164000,10,Petrol,6
179999,35000,3,Petrol,4
744000,80000,7,Petrol,8
120000,0,1,Diesel,4
175000,0,57,Petrol,8
20000,333306,16,Petrol,6
135000,170000,4,Petrol,4
599000,82000,4,Petrol,8
25000,93500,6,Petrol,4
179000,134740,5,Petrol,6
35000,181000,11,Petrol,4
228000,16500,1,Petrol,6
36000,19000,2,Petrol,4
229000,62000,5,Petrol,6
36500,120000,9,Petrol,4
220000,7000,1,Petrol,6
225000,48000,6,Petrol,8
47000,197000,8,Petrol,4
20000,164000,13,Petrol,6
135000,170000,4,Petrol,4
599000,82000,4,Petrol,8
25000,93500,6,Petrol,4
179000,134740,5,Petrol,6
35000,181000,11,Petrol,4
228000,16500,1,Petrol,6
36000,19000,2,Petrol,4
229000,62000,5,Petrol,6
36500,120000,9,Petrol,4
220000,7000,1,Petrol,6
225000,48000,6,Petrol,8
47000,197000,8,Petrol,4
20000,164000,13,Petrol,6
45000,248000,10,Petrol,8
170000,1000,1,Petrol,8
69500,155000,9,Petrol,8
16000,171000,7,Petrol,4
17500,310000,13,Petrol,4
24000,180000,11,Petrol,4
36500,51000,7,Petrol,4
47000,120000,9,Petrol,6
110000,20000,5,Petrol,4
197000,95000,5,Petrol,6
77500,95300,6,Petrol,4
168000,253000,6,Petrol,8
35000,190000,20,Petrol,6
40000,600000,12,Petrol,8
25500,183000,11,Petrol,4
148000,129999,6,Petrol,6
139000,166000,8,Petrol,8
73000,0,0,Petrol,4
220000,163688,8,Petrol,8
71000,52000,3,Petrol,6
15000,350000,17,Petrol,6
27500,47000,4,Petrol,4
27000,140000,13,Petrol,8
45000,56000,3,Petrol,4
119000,165500,8,Petrol,8
569000,20000,2,Petrol,6
29900,159000,8,Petrol,4
63000,123000,13,Petrol,8
75000,4000,1,Petrol,4
94000,90000,7,Petrol,6
39000,188000,14,Petrol,8
59000,147000,11,Petrol,8
40000,178000,10,Petrol,6
320000,100000,3,Petrol,8
51000,214000,7,Petrol,4
24500,102000,4,Petrol,3
48000,125000,8,Petrol,4
119000,165500,8,Petrol,8
569000,20000,2,Petrol,6
29900,159000,8,Petrol,4
63000,123000,13,Petrol,8
75000,4000,1,Petrol,4
94000,90000,7,Petrol,6
39000,188000,14,Petrol,8
59000,147000,11,Petrol,8
40000,178000,10,Petrol,6
320000,100000,3,Petrol,8
51000,214000,7,Petrol,4
24500,102000,4,Petrol,3
48000,125000,8,Petrol,4
845000,97500,3,Petrol,8
42500,170000,13,Petrol,8
51000,150000,4,Petrol,4
210000,125000,6,Petrol,6
37000,155000,9,Petrol,4
1019,5000,1,Petrol,8
160000,45000,6,Petrol,6
36000,96000,5,Petrol,4
44000,129000,17,Petrol,8
869000,50000,7,Petrol,12
85000,185000,10,Petrol,8
39500,98000,5,Petrol,4
189000,68000,7,Petrol,6
695000,0,2,Petrol,6
599000,10000,2,Petrol,8
440000,50000,4,Petrol,6
495000,50000,2,Petrol,8
229000,90000,8,Petrol,8
189000,165000,9,Petrol,8
125000,90000,5,Petrol,4
385000,80000,5,Petrol,8
99000,33120,4,Petrol,4
334999,15000,5,Petrol,6
14500,190000,9,Petrol,4
339000,51000,10,Petrol,8
210000,56000,5,Petrol,8
110000,156000,21,Petrol,8
385000,1200,1,Petrol,4
29000,213000,12,Petrol,6
14000,270000,10,Petrol,4
95000,70999,8,Petrol,4
57000,120000,5,Petrol,6
87000,75000,6,Petrol,4
38000,150000,8,Petrol,4
300000,0,1,Petrol,6
104000,0,0,Petrol,4
115000,0,0,Petrol,4
339000,51000,10,Petrol,8
210000,56000,5,Petrol,8
110000,156000,21,Petrol,8
385000,1200,1,Petrol,4
29000,213000,12,Petrol,6
14000,270000,10,Petrol,4
95000,70999,8,Petrol,4
57000,120000,5,Petrol,6
87000,75000,6,Petrol,4
38000,150000,8,Petrol,4
300000,0,1,Petrol,6
104000,0,0,Petrol,4
115000,0,0,Petrol,4
145000,0,0,Petrol,4
255000,0,0,Diesel,4
260000,36000,5,Petrol,8
122999,103000,5,Petrol,4
35500,152000,9,Petrol,4
45000,104000,4,Petrol,4
120000,52455,3,Petrol,4
89000,161211,8,Petrol,8
28000,85000,8,Petrol,4
87000,33000,3,Petrol,6
16000,100000,6,Petrol,3
13900,123000,13,Petrol,4
87000,33000,3,Petrol,6
16000,100000,6,Petrol,3
13900,123000,13,Petrol,4
39000,137000,11,Petrol,6
55000,330000,10,Petrol,8
20000,100000,6,Petrol,4
77000,16000,1,Petrol,4
529999,39000,5,Petrol,8
55000,0,2,Petrol,4
50000,0,1,Petrol,4
92000,0,1,Diesel,4
92000,0,1,Diesel,4
125000,0,1,Petrol,4
210000,0,1,Petrol,6
46500,0,1,Petrol,4
39000,0,1,Petrol,4
58000,0,1,Diesel,4
400000,0,1,Petrol,6
440000,6100,1,Electric,0
74000,0,0,Petrol,4
51000,0,1,Petrol,4
82000,0,1,Petrol,4
145000,0,1,Hybrid,4
186000,0,1,Petrol,6
85000,0,1,Petrol,4
85000,0,1,Petrol,4
105000,0,2,Petrol,4
115000,0,1,Petrol,4
110000,0,2,Petrol,6
110000,0,1,Hybrid,4
115000,0,1,Petrol,6
59000,0,2,Petrol,4
175000,0,1,Diesel,4
115000,0,1,Petrol,6
68000,0,1,Petrol,4
42000,0,1,Petrol,4
188000,0,0,Diesel,6
18000,140000,13,Petrol,4
35000,58000,15,Petrol,8
94999,2000,1,Petrol,3
33500,117000,7,Petrol,4
130000,99000,7,Petrol,6
990000,17000,3,Petrol,8
399000,3100,1,Electric,0
254000,22000,2,Petrol,8
145000,112000,7,Petrol,6
35000,123000,12,Petrol,4
220000,129000,7,Petrol,8
27000,295000,11,Petrol,6
35000,130000,9,Petrol,6
850000,4000,1,Petrol,8
54000,39000,2,Petrol,3
92000,0,1,Petrol,4
1399,312,3,Petrol,8
699000,19105,4,Petrol,8
1199,188,1,Hybrid,8
36500,120000,10,Petrol,6
1249,0,0,Petrol,6
1049,200,1,Petrol,6
1299,23900,5,Petrol,12
2799,105,1,Petrol,12
999000,2567,5,Petrol,8
1225,217,2,Petrol,10
639000,0,0,Petrol,8
1375,225,1,Petrol,10
1599,0,1,Petrol,6
3850,131,0,Petrol,12
1849,24532,5,Petrol,12
2249,0,2,Petrol,8
1099,32651,5,Petrol,12
849000,0,1,Petrol,8
899000,41240,2,Petrol,12
1349,18532,5,Petrol,12
2099,0,1,Petrol,12
779000,0,0,Petrol,6
1375,0,1,Petrol,8
989000,6939,1,Petrol,8
489000,0,1,Petrol,8
650000,40456,8,Petrol,12
749000,33840,3,Petrol,8
725000,0,1,Petrol,8
1449,9368,4,Petrol,12
1649,0,1,Petrol,6
1999,9260,11,Petrol,12
729000,9697,1,Petrol,8
659000,18320,5,Petrol,12
1749,24603,10,Petrol,12
799000,9755,2,Petrol,6
1499,2462,5,Petrol,6
799000,0,1,Petrol,6
699000,0,0,Petrol,6
2499,0,3,Petrol,8
1350,81933,35,Petrol,6
979000,0,0,Petrol,6
999000,0,0,Petrol,8
2099,0,1,Petrol,12
69500,48000,5,Petrol,4
28555,155000,6,Petrol,4
1449,0,0,Petrol,8
42000,91000,7,Petrol,4
71999,84000,7,Petrol,6
20000,300000,16,Petrol,4
44000,120000,10,Petrol,4
80000,98000,5,Petrol,8
154000,145600,6,Petrol,6
21000,266000,15,Petrol,6
185000,27501,3,Petrol,6
77000,90000,7,Petrol,4
98000,68000,5,Petrol,4
67000,134000,9,Petrol,6
48000,161000,10,Petrol,6
53000,125000,10,Petrol,6
79000,72000,5,Petrol,4
57000,84000,9,Petrol,4
113000,119000,8,Petrol,8
48500,170000,9,Petrol,6
335000,43000,4,Petrol,8
20000,200000,14,Petrol,6
23000,281000,12,Petrol,4
32000,82000,8,Petrol,4
50000,94000,8,Petrol,4
65000,46000,7,Petrol,4
16000,199013,16,Petrol,8
66500,13000,2,Petrol,4
98000,68000,5,Petrol,4
67000,134000,9,Petrol,6
48000,161000,10,Petrol,6
53000,125000,10,Petrol,6
79000,72000,5,Petrol,4
57000,84000,9,Petrol,4
113000,119000,8,Petrol,8
48500,170000,9,Petrol,6
335000,43000,4,Petrol,8
20000,200000,14,Petrol,6
23000,281000,12,Petrol,4
32000,82000,8,Petrol,4
50000,94000,8,Petrol,4
65000,46000,7,Petrol,4
16000,199013,16,Petrol,8
66500,13000,2,Petrol,4
38000,111000,7,Petrol,4
33000,68000,8,Petrol,4
16000,251000,8,Petrol,4
26500,113000,8,Petrol,4
31000,249000,8,Petrol,4
58000,74000,9,Petrol,4
39000,98000,6,Petrol,4
465000,5900,1,Petrol,6
32500,92000,4,Petrol,4
76900,93903,4,Petrol,4
56900,115504,4,Petrol,4
87900,56937,2,Petrol,6
54900,92818,5,Petrol,4
66900,56143,2,Petrol,4
84500,99000,3,Petrol,4
27000,165000,8,Petrol,4
125000,86000,3,Petrol,8
155000,96598,4,Petrol,4
35000,200000,6,Petrol,3
93000,116000,3,Petrol,6
1499,2800,1,Petrol,8
59999,103000,4,Petrol,6
168000,101693,4,Petrol,4
215000,36000,5,Petrol,6
76900,46971,2,Petrol,4
49900,142601,4,Petrol,4
55000,90000,8,Petrol,6
23000,89000,5,Petrol,4
55000,114000,9,Petrol,4
38000,59000,8,Petrol,4
49000,35000,1,Petrol,4
27900,77311,4,Petrol,4
39500,124000,7,Petrol,4
36000,133000,10,Petrol,4
69000,58000,5,Petrol,4
49000,47000,7,Petrol,4
45000,125000,8,Petrol,4
103000,22000,6,Petrol,6
42000,141000,10,Petrol,6
29000,171000,41,Petrol,6
27000,99000,5,Petrol,4
79000,90000,2,Petrol,4
71000,25000,1,Petrol,4
37000,128000,12,Hybrid,4
39000,93000,5,Petrol,4
29000,72000,6,Petrol,4
55000,245000,7,Petrol,4
124900,19205,1,Diesel,4
42500,33000,5,Petrol,4
29500,166000,11,Petrol,4
24000,66000,10,Petrol,4
45000,171000,21,Petrol,8
43500,77000,9,Petrol,5
52000,39000,3,Petrol,4
39500,51000,6,Petrol,4
32900,120353,4,Petrol,4
32000,131000,12,Petrol,4
34000,79000,4,Petrol,4
49000,88000,4,Petrol,4
95000,65000,6,Petrol,8
26500,86000,3,Petrol,3
45000,254000,10,Petrol,6
83000,19,0,Petrol,4
44900,49000,8,Petrol,4
39500,101000,4,Petrol,4
53000,50000,4,Petrol,4
69000,165000,10,Petrol,8
47000,131000,8,Petrol,3
31500,126000,19,Petrol,6
29500,96000,8,Petrol,4
34000,267000,11,Petrol,8
38500,119000,9,Petrol,3
49900,58000,8,Petrol,4
31500,72000,8,Petrol,4
105000,37000,2,Petrol,4
129000,118000,9,Petrol,8
86000,72000,2,Petrol,4
49500,116000,2,Petrol,4
36500,131000,13,Petrol,6
49500,118000,6,Petrol,4
47500,95000,4,Petrol,4
47500,120000,11,Petrol,6
46000,70000,6,Petrol,5
76000,100000,10,Petrol,8
38500,119000,9,Petrol,3
49900,58000,8,Petrol,4
31500,72000,8,Petrol,4
105000,37000,2,Petrol,4
129000,118000,9,Petrol,8
86000,72000,2,Petrol,4
49500,116000,2,Petrol,4
36500,131000,13,Petrol,6
49500,118000,6,Petrol,4
47500,95000,4,Petrol,4
47500,120000,11,Petrol,6
46000,70000,6,Petrol,5
76000,100000,10,Petrol,8
17500,100000,9,Petrol,4
132000,19000,1,Petrol,4
47000,55000,2,Petrol,4
65000,19000,1,Petrol,4
53000,80000,6,Petrol,4
72000,55000,6,Petrol,4
79500,300,1,Petrol,4
76900,34126,1,Petrol,4
85000,6000,1,Petrol,4
22500,106000,8,Petrol,4
31500,118000,5,Petrol,4
115000,123000,9,Petrol,6
34500,145000,10,Petrol,6
32000,121000,13,Petrol,6
46000,87000,5,Petrol,4
55900,106723,5,Petrol,4
29500,88000,8,Petrol,4
27500,111000,7,Petrol,4
33000,87000,8,Petrol,4
25000,28000,10,Petrol,4
42500,197000,6,Petrol,4
25000,118000,7,Petrol,4
26000,10000,4,Petrol,4
132000,118000,3,Petrol,4
29500,225000,11,Petrol,8
21500,167000,10,Petrol,4
57500,91000,7,Petrol,6
165000,33000,10,Petrol,8
69000,222000,5,Petrol,6
59000,130000,7,Petrol,6
25000,125000,16,Petrol,8
73000,76000,7,Petrol,4
39000,180000,9,Petrol,6
78500,8000,1,Petrol,4
43000,143000,10,Petrol,6
52000,71000,4,Petrol,4
114000,36800,4,Petrol,4
148000,23800,4,Petrol,4
129000,72000,4,Petrol,4
98000,50000,5,Petrol,4
134000,28700,3,Petrol,4
119000,8800,2,Petrol,6
78000,42300,6,Petrol,6
172000,74000,5,Petrol,6
78000,75500,5,Petrol,4
128000,48800,5,Petrol,4
195500,74000,6,Petrol,4
108000,62000,5,Petrol,4
114000,25000,4,Petrol,4
78000,17000,4,Petrol,4
99000,28000,3,Petrol,6
59000,93000,5,Petrol,4
89000,81500,7,Petrol,6
72000,44000,5,Petrol,4
36000,111500,8,Petrol,4
139000,47900,4,Petrol,6
79000,52800,6,Petrol,6
69000,55000,5,Petrol,6
64000,55000,3,Petrol,4
59000,64800,4,Petrol,4
109000,25500,3,Petrol,4
215000,55500,4,Petrol,6
94000,60000,5,Petrol,4
99000,13300,2,Petrol,6
98000,185000,7,Petrol,6
110000,58000,3,Petrol,4
139000,84000,2,Electric,0
35500,142000,10,Petrol,6
37000,156000,12,Petrol,8
39000,120000,10,Petrol,6
35500,108000,9,Petrol,4
33500,110000,11,Petrol,4
139000,105000,8,Petrol,8
18500,130000,8,Petrol,4
36500,169000,11,Petrol,6
79000,84500,10,Petrol,8
44500,160000,9,Petrol,4
26500,110000,12,Petrol,4
24500,144000,12,Petrol,6
24500,145000,11,Petrol,6
17000,137000,10,Petrol,4
44000,145000,9,Petrol,4
24500,120000,12,Petrol,6
34500,99000,5,Petrol,4
38000,160000,13,Petrol,8
55000,135000,9,Petrol,6
345000,32500,1,Petrol,6
139000,80281,7,Electric,0
215000,84000,4,Petrol,8
182000,23000,3,Petrol,6
38000,32338,5,Petrol,4
2750,0,1,Petrol,12
49000,9000,2,Petrol,4
26000,245000,12,Petrol,6
135000,29000,2,Petrol,4
129000,46200,3,Petrol,4
89000,52000,3,Petrol,4
49000,143000,7,Petrol,4
39000,37885,3,Petrol,4
129000,55900,3,Petrol,4
119000,13000,2,Petrol,4
179000,20000,2,Petrol,6
89000,89000,5,Petrol,4
34000,167000,9,Petrol,4
460000,1000,0,Petrol,6
169000,146000,7,Petrol,8
132000,12600,1,Petrol,4
220000,78000,4,Petrol,6
150000,86300,10,Petrol,6
15500,120582,12,Petrol,4
148000,48000,5,Petrol,6
9500,400000,18,Petrol,4
89000,52000,3,Petrol,4
49000,143000,7,Petrol,4
39000,37885,3,Petrol,4
129000,55900,3,Petrol,4
119000,13000,2,Petrol,4
179000,20000,2,Petrol,6
89000,89000,5,Petrol,4
34000,167000,9,Petrol,4
460000,1000,0,Petrol,6
169000,146000,7,Petrol,8
132000,12600,1,Petrol,4
220000,78000,4,Petrol,6
150000,86300,10,Petrol,6
15500,120582,12,Petrol,4
148000,48000,5,Petrol,6
9500,400000,18,Petrol,4
145000,44177,2,Petrol,8
88000,92000,6,Petrol,6
21000,250000,15,Petrol,8
329000,39600,8,Petrol,8
212000,45500,2,Petrol,8
239000,139000,4,Petrol,6
89000,79000,7,Petrol,6
41000,112000,7,Petrol,4
212000,85000,4,Petrol,6
20000,166000,17,Petrol,4
13500,240000,15,Petrol,6
28000,91000,7,Petrol,4
57500,39700,4,Petrol,6
650000,6500,9,Petrol,12
16000,231000,11,Petrol,6
72000,126000,10,Petrol,6
57000,196000,10,Petrol,8
39000,174000,8,Petrol,4
167000,30000,2,Electric,0
68999,110500,8,Petrol,4
43500,129690,11,Petrol,8
185999,36000,7,Petrol,8
145999,58000,12,Petrol,6
132999,111211,8,Petrol,5
215999,123100,8,Petrol,8
105999,139000,9,Petrol,8
128999,148000,10,Petrol,8
128999,88000,10,Petrol,8
143999,107000,8,Petrol,6
347000,17000,1,Petrol,8
145000,14300,2,Petrol,6
139000,52000,4,Petrol,4
265000,51000,5,Petrol,8
209000,19000,2,Petrol,8
975000,51800,5,Petrol,8
50000,151000,9,Petrol,6
25000,150000,13,Petrol,6
297000,100000,6,Petrol,8
350000,26000,7,Petrol,6
190000,0,2,Petrol,4
220000,0,1,Petrol,6
205000,0,1,Petrol,4
190000,0,1,Petrol,4
255000,0,1,Petrol,8
80000,0,0,Petrol,4
175000,0,0,Petrol,6
165000,0,0,Petrol,6
80000,0,0,Petrol,4
145000,0,0,Diesel,8
39500,182000,8,Petrol,6
400000,0,1,Petrol,6
610000,0,2,Petrol,8
145000,0,0,Petrol,4
135000,0,1,Petrol,8
87000,0,0,Petrol,4
140000,0,2,Diesel,4
115000,0,0,Petrol,4
125000,0,1,Petrol,4
145000,0,1,Petrol,4
255000,0,1,Petrol,8
80000,0,0,Petrol,4
175000,0,0,Petrol,6
165000,0,0,Petrol,6
80000,0,0,Petrol,4
145000,0,0,Diesel,8
39500,182000,8,Petrol,6
400000,0,1,Petrol,6
610000,0,2,Petrol,8
